ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.1084,1.1138,9.5869,-0.077,1.1003,9.7444,-0.0154,0.0168,-0.1999,0.0039,-0.0275,-0.0493,0.0,126.77,506.74,-30.19,346.0,-6.42,0.5,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3668,2019-09-17 01:40:57:292
-0.106,1.1377,9.6659,-0.0748,1.1011,9.7444,-0.0427,0.038,-0.1487,-0.0184,-0.0222,-0.0355,0.0,126.6,506.57,-31.51,345.98,-6.44,0.45,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3688,2019-09-17 01:40:57:312
-0.0677,1.1521,9.7066,-0.0729,1.0995,9.7445,-0.0183,0.0472,-0.155,-0.0493,-0.0131,-0.0269,0.0,126.48,506.45,-29.0,345.98,-6.44,0.45,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3707,2019-09-17 01:40:57:331
-0.0749,1.1066,9.8263,-0.0702,1.0935,9.7452,0.0076,0.0463,-1.0E-4,-0.0456,-0.0024,-0.0232,0.0,126.48,506.75,-29.45,346.07,-6.4,0.41,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3728,2019-09-17 01:40:57:352
-0.0582,1.0372,10.1591,-0.0702,1.0828,9.7464,0.0855,-0.0589,0.2906,-0.0115,0.0178,-0.0349,0.0,126.16,508.11,-30.38,346.07,-6.4,0.41,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3748,2019-09-17 01:40:57:372
-0.0845,1.0946,10.1112,-0.0737,1.0824,9.7465,-0.0366,-0.0071,0.2939,0.0226,0.013,-0.0403,0.0,126.93,506.91,-29.31,345.97,-6.34,0.41,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3767,2019-09-17 01:40:57:391
-0.0247,1.0108,10.0561,-0.0737,1.0837,9.7463,-0.0018,-0.0617,0.2525,0.0242,-0.0211,-0.0456,0.0,127.24,505.69,-29.41,345.97,-6.34,0.41,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3787,2019-09-17 01:40:57:411
0.0113,0.9989,9.9723,-0.0705,1.0852,9.7462,0.0477,-0.0554,0.1915,0.0295,-0.0269,-0.0562,0.0,125.72,507.21,-29.03,346.07,-6.35,0.41,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3808,2019-09-17 01:40:57:432
0.0903,1.0372,9.8646,-0.0647,1.0894,9.7457,0.1341,-0.072,0.0658,0.0423,-0.0083,-0.061,0.0,126.49,506.46,-28.7,346.07,-6.35,0.41,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3827,2019-09-17 01:40:57:451
0.107,0.9797,9.6228,-0.0568,1.0965,9.745,0.1308,-0.0977,-0.1635,0.029,-0.0088,-0.0749,0.0,127.25,506.02,-27.95,345.93,-6.4,0.36,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3847,2019-09-17 01:40:57:471
0.1262,0.9821,9.7545,-0.05,1.0981,9.7449,0.1826,-0.1102,-0.104,0.0183,-0.0088,-0.0887,0.0,127.55,506.01,-28.68,345.93,-6.4,0.36,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3868,2019-09-17 01:40:57:492
0.0448,1.006,9.7353,-0.0486,1.0987,9.7448,0.1668,-0.1037,-0.0827,0.0199,0.0173,-0.0983,0.0,125.87,507.37,-28.88,346.06,-6.43,0.29,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3888,2019-09-17 01:40:57:512
0.0759,1.0252,9.7952,-0.051,1.0993,9.7447,0.1321,-0.0849,-0.0353,0.0194,0.0253,-0.1004,0.0,126.92,507.67,-29.63,346.06,-6.43,0.29,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3907,2019-09-17 01:40:57:531
0.0807,1.0036,9.7784,-0.054,1.0994,9.7447,0.1099,-0.1041,-0.0224,0.0141,0.0151,-0.1047,0.0,127.39,506.62,-28.56,345.96,-6.44,0.32,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3928,2019-09-17 01:40:57:552
0.1836,0.9893,9.8263,-0.0506,1.0953,9.7452,0.2084,-0.1124,8.0E-4,-0.0025,-3.0E-4,-0.1218,0.0,127.68,505.84,-30.01,345.96,-6.44,0.32,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3948,2019-09-17 01:40:57:572
0.2148,0.9797,9.8598,-0.0483,1.0928,9.7455,0.2351,-0.1171,0.0206,0.0055,0.0135,-0.1404,0.0,126.02,506.75,-29.46,346.06,-6.41,0.3,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3968,2019-09-17 01:40:57:592
0.0161,1.0683,9.9819,-0.0477,1.0915,9.7456,0.1629,-0.0498,0.1364,0.021,0.0194,-0.1638,0.0,126.49,505.69,-28.98,346.06,-6.41,0.3,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,3987,2019-09-17 01:40:57:611
-0.142,1.1497,9.9364,-0.0522,1.0944,9.7453,-0.0175,-0.0158,0.1707,0.0359,0.0066,-0.1628,0.0,126.94,504.62,-29.53,345.91,-6.41,0.31,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4007,2019-09-17 01:40:57:631
-0.2593,1.2574,9.8742,-0.0595,1.1005,9.7445,-0.1789,0.083,0.0893,0.0316,-0.0056,-0.1526,0.0,127.98,506.76,-29.74,345.91,-6.41,0.31,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4028,2019-09-17 01:40:57:652
-0.2641,1.1904,9.7832,-0.0721,1.1152,9.7428,-0.1902,0.0584,-0.0289,0.0226,-0.0269,-0.1228,0.0,128.0,505.71,-28.67,345.83,-6.49,0.39,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4048,2019-09-17 01:40:57:672
-0.1851,1.2119,9.7521,-0.074,1.1206,9.7421,-0.0841,0.0472,-0.0602,0.0188,-0.0206,-0.1122,0.0,128.29,506.46,-29.73,345.83,-6.49,0.39,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4068,2019-09-17 01:40:57:692
-0.0845,1.1018,9.855,-0.0754,1.1242,9.7417,-0.0696,0.0186,-0.0509,0.0274,-0.003,-0.1063,0.0,126.79,505.23,-29.4,345.91,-6.58,0.44,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4087,2019-09-17 01:40:57:711
-0.0749,1.0731,9.8143,-0.0809,1.1333,9.7406,0.0114,-0.0661,0.0161,0.0423,-3.0E-4,-0.1266,0.0,126.93,505.84,-29.27,345.91,-6.58,0.44,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4109,2019-09-17 01:40:57:733
0.0065,1.0994,9.788,-0.0811,1.1375,9.7401,0.0607,-0.0739,-0.0117,0.0423,-0.004,-0.1383,0.0,127.99,506.46,-29.43,345.83,-6.64,0.48,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4127,2019-09-17 01:40:57:751
-0.0366,1.0874,9.7904,-0.0777,1.1425,9.7396,0.0297,-0.0776,-0.0116,0.0322,-0.0291,-0.1654,0.0,126.64,505.85,-28.83,345.83,-6.64,0.48,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4148,2019-09-17 01:40:57:772
-0.0127,1.0396,9.8358,-0.0774,1.1451,9.7393,0.0509,-0.091,-0.0164,0.0327,-0.0115,-0.1564,0.0,127.68,507.37,-29.61,345.86,-6.69,0.46,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4168,2019-09-17 01:40:57:792
0.1022,0.9677,9.8502,-0.0766,1.1487,9.7388,0.1375,-0.0983,0.0963,0.0545,-0.0024,-0.1761,0.0,127.24,505.23,-29.4,345.86,-6.69,0.46,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4187,2019-09-17 01:40:57:811
0.0831,0.9893,9.9053,-0.0692,1.155,9.7382,0.1409,-0.1814,0.0823,0.0407,-0.0381,-0.2096,0.0,127.54,505.23,-29.69,345.81,-6.75,0.44,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4208,2019-09-17 01:40:57:832
0.1453,1.0444,9.7904,-0.0649,1.1564,9.738,0.1976,-0.123,-0.0323,0.0385,-0.0429,-0.2144,0.0,128.14,505.38,-29.99,345.81,-6.75,0.44,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4227,2019-09-17 01:40:57:851
0.1693,1.0084,9.8071,-0.0512,1.162,9.7374,0.2341,-0.1443,0.0309,0.0476,-0.0408,-0.2251,0.0,127.99,506.0,-29.42,345.82,-6.78,0.35,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4248,2019-09-17 01:40:57:872
0.1382,1.0779,9.7449,-0.0441,1.1666,9.7369,0.2497,-0.0926,-0.0618,0.0492,-0.0174,-0.2661,0.0,128.0,506.47,-28.4,345.82,-6.78,0.35,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4268,2019-09-17 01:40:57:892
0.0831,1.1569,9.8742,-0.043,1.1745,9.736,0.1324,-0.0405,-9.0E-4,0.054,-3.0E-4,-0.2704,0.0,128.3,505.25,-28.95,345.79,-6.83,0.26,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4287,2019-09-17 01:40:57:911
0.0065,1.1162,9.8622,-0.0452,1.1819,9.7351,0.0808,-0.0494,0.0666,0.0673,-3.0E-4,-0.2815,0.0,128.14,505.39,-29.55,345.79,-6.83,0.26,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4308,2019-09-17 01:40:57:932
0.0472,1.1114,9.8622,-0.0477,1.1965,9.7333,0.1108,-0.1111,0.0751,0.0737,-0.0227,-0.2949,0.0,129.49,506.77,-29.73,345.74,-6.97,0.28,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4328,2019-09-17 01:40:57:952
0.0113,1.0683,9.8167,-0.0468,1.2026,9.7325,0.0693,-0.1365,0.0026,0.063,-0.0253,-0.3156,0.0,129.2,505.86,-29.26,345.74,-6.97,0.28,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4348,2019-09-17 01:40:57:972
-0.0989,1.0898,10.0322,-0.056,1.2174,9.7306,-0.0077,-0.1467,0.0394,0.078,0.0066,-0.3188,0.0,129.51,504.18,-29.35,345.55,-7.09,0.29,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4368,2019-09-17 01:40:57:992
-0.0582,1.1066,9.8813,-0.0619,1.2234,9.7298,-0.0197,-0.1255,0.0957,0.0907,0.0146,-0.3258,0.0,129.66,504.64,-29.52,345.55,-7.09,0.29,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4388,2019-09-17 01:40:58:012
-0.1204,1.1138,9.9244,-0.0713,1.2341,9.7284,-0.0341,-0.1617,0.1238,0.1094,-0.003,-0.3439,0.0,130.26,504.49,-29.36,345.55,-7.23,0.42,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4408,2019-09-17 01:40:58:032
-0.0366,1.1641,9.7904,-0.0802,1.2582,9.7253,0.0324,-0.1075,0.0084,0.1158,-0.0296,-0.3556,0.0,131.32,505.27,-28.64,345.55,-7.23,0.42,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 31,4427,2019-09-17 01:40:58:051
-0.3335,1.4298,9.7305,-0.084,1.2856,9.7217,-0.013,-0.0595,-0.0811,0.1174,-0.0477,-0.3875,0.0,131.18,504.35,-28.76,345.45,-7.42,0.47,67.845924,20.221373,1687.99,NaN,0.0,10.374194,,27 / 34,4449,2019-09-17 01:40:58:073
-0.525,1.5232,9.6012,-0.0953,1.3097,9.7183,-0.4372,0.2616,-0.1997,0.1349,-0.0253,-0.3471,0.0,130.55,505.71,-29.69,345.45,-7.42,0.47,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4469,2019-09-17 01:40:58:093
-0.1994,2.196,9.0673,-0.1032,1.3301,9.7155,-0.5358,0.3368,-0.3659,0.111,0.005,-0.2911,0.0,131.18,504.66,-28.77,345.48,-7.8,0.61,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4487,2019-09-17 01:40:58:111
-0.8339,1.4705,9.5821,-0.1109,1.3458,9.7132,-0.6658,0.3859,-0.3381,0.0545,0.0279,-0.264,0.0,132.07,504.5,-29.64,345.48,-7.8,0.61,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4508,2019-09-17 01:40:58:132
-0.6232,1.6597,9.5916,-0.1256,1.3581,9.7113,-0.5013,0.2959,-0.2286,0.0428,0.0199,-0.2661,0.0,132.99,503.91,-28.73,345.24,-7.96,0.74,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4527,2019-09-17 01:40:58:151
-0.8985,1.6022,9.5964,-0.1459,1.3683,9.7096,-0.8184,0.251,-0.2535,0.022,0.0247,-0.216,0.0,132.68,504.36,-29.19,345.24,-7.96,0.74,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4548,2019-09-17 01:40:58:172
-0.5945,1.4849,9.8742,-0.1556,1.3683,9.7095,-0.6554,0.1433,-0.1115,-0.0126,0.0247,-0.1095,0.0,132.99,504.37,-28.45,345.25,-8.02,0.92,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4568,2019-09-17 01:40:58:192
-0.4532,1.4131,9.9675,-0.1606,1.3638,9.71,-0.2493,-0.0091,0.2867,-0.0142,-0.0339,-0.0536,0.0,133.29,504.52,-28.6,345.25,-8.02,0.92,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4587,2019-09-17 01:40:58:211
-0.2018,1.3245,10.0585,-0.156,1.3627,9.7103,0.0201,-0.0955,0.2604,0.013,-0.0365,-0.0706,0.0,132.99,504.37,-28.45,345.25,-7.99,0.95,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4608,2019-09-17 01:40:58:232
-0.0701,1.3005,9.9939,-0.1521,1.3649,9.71,0.0557,-0.0966,0.237,0.022,-0.0355,-0.077,0.0,132.84,504.22,-28.3,345.25,-7.99,0.95,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4628,2019-09-17 01:40:58:252
0.0376,1.2814,10.025,-0.148,1.3776,9.7083,0.1749,-0.0858,0.205,0.0598,-0.0227,-0.1116,0.0,132.98,504.66,-29.5,345.28,-8.02,0.89,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4648,2019-09-17 01:40:58:272
-0.0749,1.4083,9.8335,-0.1441,1.3899,9.7066,0.1028,-0.0456,0.0566,0.0955,-0.0461,-0.1431,0.0,132.68,503.58,-29.91,345.28,-8.02,0.89,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4667,2019-09-17 01:40:58:291
-0.0654,1.4418,9.709,-0.141,1.4045,9.7045,0.0614,0.0546,-0.0073,0.1078,-0.028,-0.1463,0.0,133.44,503.3,-29.15,345.21,-8.23,0.83,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4688,2019-09-17 01:40:58:312
-0.2665,1.4849,9.539,-0.1412,1.4234,9.7018,-0.0462,0.0297,-0.2373,0.0567,-0.0142,-0.1127,0.0,133.58,503.75,-29.61,345.21,-8.23,0.83,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4708,2019-09-17 01:40:58:332
-0.1252,1.4131,9.6826,-0.1423,1.4321,9.7005,-0.0654,-0.0042,-0.1957,0.0471,-0.0195,-0.1111,0.0,134.06,503.47,-28.27,345.1,-8.4,0.84,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4728,2019-09-17 01:40:58:352
-0.1013,1.4035,9.8263,-0.1432,1.4421,9.699,0.0791,-0.0501,0.0196,0.0247,-0.0115,-0.1132,0.0,132.84,503.75,-28.88,345.1,-8.4,0.84,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4748,2019-09-17 01:40:58:372
-0.039,1.3724,9.9029,-0.1466,1.4459,9.6984,0.0574,-0.1221,0.0763,0.038,0.0205,-0.1106,0.0,133.44,503.6,-29.16,345.24,-8.46,0.85,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4767,2019-09-17 01:40:58:391
-0.2928,1.5854,9.6946,-0.1534,1.4523,9.6973,-0.0897,0.0628,0.0092,0.0455,0.037,-0.1276,0.0,134.35,503.46,-28.56,345.24,-8.46,0.85,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4788,2019-09-17 01:40:58:412
-0.4412,1.6118,9.6659,-0.1693,1.4651,9.6951,-0.2154,0.0946,-0.1235,0.0359,0.0258,-0.0946,0.0,133.44,505.13,-28.77,345.27,-8.56,0.96,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4807,2019-09-17 01:40:58:431
-0.4819,1.6142,9.5342,-0.1741,1.4683,9.6945,-0.2417,0.0797,-0.348,0.0231,0.0295,-0.0834,0.0,134.04,503.75,-29.61,345.27,-8.56,0.96,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4827,2019-09-17 01:40:58:451
-0.3886,1.449,9.5988,-0.1878,1.4646,9.6948,-0.1406,0.0826,-0.2061,-0.0296,0.0354,-0.061,0.0,133.0,504.38,-28.01,345.24,-8.61,1.07,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4848,2019-09-17 01:40:58:472
-0.367,1.3867,9.7066,-0.1948,1.4583,9.6957,-0.1526,-0.0827,-0.0675,-0.0456,0.0284,-0.0413,0.0,134.34,503.76,-29.31,345.24,-8.61,1.07,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4868,2019-09-17 01:40:58:492
-0.2162,1.4131,9.9077,-0.197,1.4496,9.6969,-0.0247,-0.0597,0.1134,-0.036,-0.0147,-0.0504,0.0,134.05,502.23,-29.26,345.09,-8.55,1.15,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4888,2019-09-17 01:40:58:512
-0.1539,1.4322,9.7688,-0.1956,1.4422,9.6981,0.0158,-0.0965,-0.0074,-0.0275,-0.0222,-0.0701,0.0,133.3,503.46,-28.57,345.09,-8.55,1.15,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4908,2019-09-17 01:40:58:532
-0.312,1.3939,9.8335,-0.1952,1.4372,9.6988,0.0118,-0.0316,-0.0086,0.0125,0.062,-0.0701,0.0,135.24,503.29,-30.18,345.03,-8.43,1.15,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4927,2019-09-17 01:40:58:551
-0.4604,1.4777,9.7281,-0.2242,1.4416,9.6975,-0.2151,0.0175,-0.0623,0.0199,0.0503,-0.06,0.0,134.48,505.12,-30.24,345.03,-8.43,1.15,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4947,2019-09-17 01:40:58:571
-0.4341,1.5854,9.8358,-0.2347,1.4466,9.6965,-0.1937,0.1142,0.0399,0.0204,0.0215,-0.0568,0.0,136.16,503.47,-29.29,344.92,-8.45,1.32,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4968,2019-09-17 01:40:58:592
-0.4269,1.5687,9.6419,-0.2476,1.4545,9.695,-0.2345,0.1481,-0.1002,0.0045,0.0178,-0.0291,0.0,134.19,503.91,-29.17,344.92,-8.45,1.32,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,4988,2019-09-17 01:40:58:612
-0.3742,1.5088,9.7066,-0.2538,1.4564,9.6946,0.0048,0.0278,0.1305,-0.0115,-0.0083,-0.0291,0.0,134.97,502.1,-27.93,345.01,-8.54,1.5,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5009,2019-09-17 01:40:58:633
-0.2401,1.4609,9.9316,-0.2547,1.4553,9.6947,-0.0289,0.0331,0.0779,-0.0073,-0.0184,-0.0296,0.0,135.27,503.33,-27.96,345.01,-8.54,1.5,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5027,2019-09-17 01:40:58:651
-0.1707,1.4059,9.7353,-0.2502,1.4532,9.6952,0.0411,-0.0089,-0.0074,-0.0041,-0.0062,-0.0136,0.0,136.0,504.69,-29.19,344.99,-8.53,1.49,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5048,2019-09-17 01:40:58:672
-0.2665,1.4825,9.7209,-0.2482,1.4496,9.6957,-0.0228,0.0222,-0.0231,-0.0174,-0.019,-0.0104,0.0,135.1,503.76,-29.6,344.99,-8.53,1.49,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5068,2019-09-17 01:40:58:692
-0.2425,1.4681,9.6994,-0.2426,1.4459,9.6964,-0.0053,0.0221,-0.0607,-0.0201,-0.028,-0.0174,0.0,134.95,502.84,-29.43,345.04,-8.49,1.45,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5088,2019-09-17 01:40:58:712
-0.1875,1.5112,9.922,-0.2382,1.4433,9.6969,0.121,-0.003,-0.0375,-0.0232,-0.0238,-0.0285,0.0,135.24,503.3,-29.88,345.04,-8.49,1.45,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5108,2019-09-17 01:40:58:732
-0.1324,1.4753,9.8239,-0.2353,1.4414,9.6973,0.0679,0.0633,0.1206,-0.0131,0.0103,-0.0573,0.0,134.34,503.45,-29.6,345.15,-8.45,1.39,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5128,2019-09-17 01:40:58:752
-0.2521,1.5208,9.8837,-0.2349,1.439,9.6976,0.0411,-0.0028,0.0333,-0.0062,0.0087,-0.061,0.0,135.4,505.0,-28.61,345.15,-8.45,1.39,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5147,2019-09-17 01:40:58:771
-0.4053,1.5376,9.7736,-0.245,1.441,9.6971,-0.1629,0.0533,0.0202,0.0135,0.0183,-0.0626,0.0,135.4,502.69,-29.57,345.04,-8.44,1.4,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5168,2019-09-17 01:40:58:792
-0.4317,1.5495,9.7808,-0.2534,1.4452,9.6963,-0.1939,0.1135,-0.0274,0.0226,0.0263,-0.0328,0.0,136.75,502.85,-30.15,345.04,-8.44,1.4,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5188,2019-09-17 01:40:58:812
-0.3934,1.5495,9.6563,-0.27,1.4568,9.6941,-0.1005,0.0807,-0.1116,0.0172,0.0103,-0.0083,0.0,136.01,504.39,-28.44,344.96,-8.51,1.55,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5207,2019-09-17 01:40:58:831
-0.3766,1.516,9.6802,-0.2716,1.4578,9.6939,-0.0787,0.0298,-0.1338,-3.0E-4,-0.0078,-0.004,0.0,135.09,504.22,-29.62,344.96,-8.51,1.55,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5228,2019-09-17 01:40:58:852
-0.3096,1.4969,9.8742,-0.2714,1.4565,9.6941,-0.0633,0.0264,0.0173,-0.0147,-0.0051,0.0061,0.0,135.4,503.76,-29.6,345.08,-8.55,1.6,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5252,2019-09-17 01:40:58:876
-0.2473,1.4729,9.764,-0.2721,1.4554,9.6942,-0.0829,0.0296,0.0038,-0.0105,0.0087,0.0098,0.0,135.7,504.23,-29.32,345.08,-8.55,1.6,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5268,2019-09-17 01:40:58:892
-0.3239,1.5088,9.7377,-0.2707,1.4533,9.6946,-0.0292,0.0041,0.0279,-0.0019,-0.0088,-3.0E-4,0.0,136.3,503.31,-29.88,344.95,-8.53,1.6,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5288,2019-09-17 01:40:58:912
-0.2952,1.4705,9.7473,-0.2695,1.4528,9.6947,-0.0412,-0.0109,-0.0321,-0.0078,-0.0238,0.0029,0.0,136.15,504.99,-29.34,344.95,-8.53,1.6,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5308,2019-09-17 01:40:58:932
-0.2808,1.3987,9.867,-0.2679,1.4518,9.6949,-0.0405,-0.0062,0.003,-0.0089,-0.0216,0.0045,0.0,136.14,504.21,-30.35,344.98,-8.51,1.58,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5328,2019-09-17 01:40:58:952
-0.2856,1.4681,9.788,-0.2675,1.4519,9.6949,-0.0815,0.0147,0.0496,0.0135,-0.003,2.0E-4,0.0,135.99,504.37,-29.91,344.98,-8.51,1.58,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5348,2019-09-17 01:40:58:972
-0.3646,1.4346,9.7449,-0.269,1.4545,9.6945,-0.0608,-0.0416,-0.0496,0.0119,-0.0056,0.0055,0.0,137.2,503.76,-30.33,344.87,-8.51,1.58,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5367,2019-09-17 01:40:58:991
-0.2689,1.4418,9.7688,-0.2694,1.4554,9.6943,-0.0545,-0.0245,-0.0177,0.0071,7.0E-4,0.0109,0.0,134.5,502.07,-29.85,344.87,-8.51,1.58,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5387,2019-09-17 01:40:59:011
-0.2665,1.437,9.6395,-0.2702,1.4567,9.6941,-0.001,-0.016,-0.1197,-0.0014,0.0018,0.0082,0.0,135.1,503.77,-28.87,345.08,-8.54,1.6,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5408,2019-09-17 01:40:59:032
-0.2593,1.5352,9.7066,-0.2689,1.4562,9.6942,-0.0072,0.0343,-0.0889,-0.0083,-0.0078,0.0066,0.0,136.75,503.61,-29.88,345.08,-8.54,1.6,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5428,2019-09-17 01:40:59:052
-0.3862,1.5663,9.7305,-0.2677,1.4563,9.6942,-0.0708,0.0834,-0.0309,-0.0126,-0.0088,0.0151,0.0,136.3,504.69,-29.48,345.0,-8.54,1.59,67.84592,20.221376,1688.26,NaN,0.0,10.374194,,27 / 34,5447,2019-09-17 01:40:59:071
-0.2473,1.5807,9.8837,-0.2671,1.4564,9.6942,-0.039,0.0797,0.0059,-0.0078,-0.0094,0.0194,0.0,136.0,503.3,-29.88,345.0,-8.54,1.59,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5468,2019-09-17 01:40:59:092
-0.2521,1.5376,9.8957,-0.2648,1.4601,9.6937,0.0426,0.0488,0.1102,0.0108,0.0045,0.0189,0.0,135.71,503.0,-29.28,344.94,-8.55,1.57,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5488,2019-09-17 01:40:59:112
